ulasan_bersih,emosi,urgensi
ssd tidak paham kenapa file tidak terbaca saya kira mudah ternyata rumit sekali tolong respons secepatnya karena sangat membingungkan,bingung,2
kabel data bingung tombolnya terlalu banyak saya kira mudah ternyata rumit sekali perlu penjelasan dari penjual,bingung,2
saya bingung adapter tidak tahu kenapa baterainya cepat habis manualnya membingungkan sekali,bingung,2
tripod bingung tombolnya terlalu banyak tidak tahu apakah ini rusak atau saya yang salah pakai butuh penjelasan kenapa bisa seperti ini,bingung,2
kabel data tidak tahu kenapa alatnya panas sekali bingung tapi masih ingin mencoba lagi,bingung,2
modem bingung harus tekan tombol yang mana tolong respons secepatnya karena sangat membingungkan,bingung,2
tv bingung cara reset alat ini fiturnya banyak tapi tidak dijelaskan butuh penjelasan kenapa bisa seperti ini,bingung,2
speaker bluetooth bingung cara reset alat ini tolong respons secepatnya karena sangat membingungkan,bingung,2
saya bingung printer bingung tombolnya terlalu banyak sudah coba beberapa kali tapi hasilnya sama saja,bingung,2
tidak tahu kenapa printer tidak paham kenapa file tidak terbaca saya butuh tutorial pemakaian,bingung,2
harddisk tidak tahu cara menghubungkan ke wifi saya sudah baca panduan tapi tetap tidak mengerti tolong jelaskan cara penggunaannya,bingung,2
earphone tidak paham kenapa tidak berfungsi harap ada panduan yang lebih jelas,bingung,2
tidak tahu kenapa ssd tidak tahu kenapa hasil fotonya buram semoga ada update firmware untuk memperbaiki ini,bingung,2
saya bingung ssd bingung cara pairing bluetooth tidak tahu apakah ini rusak atau saya yang salah pakai,bingung,2
saya bingung modem tidak mengerti kenapa tidak connect harap penjelasan lebih detail dari penjual,bingung,2
flashdisk tidak tahu kenapa baterainya cepat habis tidak tahu apakah ini rusak atau saya yang salah pakai butuh penjelasan kenapa bisa seperti ini,bingung,2
tidak tahu kenapa earphone tidak tahu bedanya mode satu dan dua saya butuh tutorial pemakaian,bingung,2
kabel data tidak tahu cara menyambungkan ke laptop semoga ada update firmware untuk memperbaiki ini,bingung,2
speaker bluetooth bingung tombolnya terlalu banyak fiturnya banyak tapi tidak dijelaskan perlu penjelasan dari penjual,bingung,2
lampu pintar bingung pengaturan suaranya saya kira mudah ternyata rumit sekali harap ada panduan yang lebih jelas,bingung,2
saya bingung mouse tidak tahu indikator lampu artinya apa tidak tahu apakah ini rusak atau saya yang salah pakai,bingung,2
monitor tidak paham kenapa file tidak terbaca harap penjelasan lebih detail dari penjual harap ada panduan yang lebih jelas,bingung,2
smartphone tidak tahu cara update software sudah coba beberapa kali tapi hasilnya sama saja harap ada panduan yang lebih jelas,bingung,2
tidak tahu kenapa keyboard bingung tombolnya terlalu banyak butuh penjelasan kenapa bisa seperti ini,bingung,2
tidak tahu kenapa speaker bluetooth tidak mengerti kenapa tiba tiba mati tolong respons secepatnya karena sangat membingungkan,bingung,2
mouse tidak tahu kenapa baterainya cepat habis butuh penjelasan kenapa bisa seperti ini,bingung,2
hp tidak tahu kenapa baterainya cepat habis semoga ada update firmware untuk memperbaiki ini,bingung,2
set top box bingung pengaturan suaranya tidak ada petunjuk yang jelas di kotak tolong respons secepatnya karena sangat membingungkan,bingung,2
tidak tahu kenapa microphone tidak tahu cara menggunakannya semoga ada update firmware untuk memperbaiki ini,bingung,2
ssd tidak paham kenapa tidak berfungsi tidak ada video tutorial yang sesuai tolong respons secepatnya karena sangat membingungkan,bingung,2
saya bingung microphone bingung tombolnya terlalu banyak tidak ada petunjuk yang jelas di kotak,bingung,2
tidak tahu kenapa modem tidak tahu indikator lampu artinya apa tolong jelaskan cara penggunaannya,bingung,2
kabel data tidak tahu kenapa baterainya cepat habis saya sudah baca panduan tapi tetap tidak mengerti tolong respons secepatnya karena sangat membingungkan,bingung,2
tidak tahu kenapa tv fiturnya tidak jelas fungsinya butuh penjelasan kenapa bisa seperti ini,bingung,2
microphone tidak tahu kenapa hasil fotonya buram saya sudah baca panduan tapi tetap tidak mengerti butuh penjelasan kenapa bisa seperti ini,bingung,2
saya bingung headset tidak bisa menemukan menu pengaturan saya kira mudah ternyata rumit sekali,bingung,2
monitor bingung cara setting awal bingung tapi masih ingin mencoba lagi,bingung,2
ssd bingung tombolnya terlalu banyak sudah coba beberapa kali tapi hasilnya sama saja tolong jelaskan cara penggunaannya,bingung,2
router tidak mengerti kenapa tiba tiba mati bingung tapi masih ingin mencoba lagi,bingung,2
saya bingung hp bingung cara pairing bluetooth harap penjelasan lebih detail dari penjual,bingung,2
tidak tahu kenapa flashdisk tidak tahu kenapa lampunya berkedip terus tolong respons secepatnya karena sangat membingungkan,bingung,2
tidak tahu kenapa lampu pintar bingung cara nyalainnya harap ada panduan yang lebih jelas,bingung,2
smartphone tidak paham kenapa tidak berfungsi manualnya membingungkan sekali tolong respons secepatnya karena sangat membingungkan,bingung,2
modem bingung port nya mana yang dipakai tidak tahu apakah ini rusak atau saya yang salah pakai harap ada panduan yang lebih jelas,bingung,2
adapter tidak tahu bedanya mode satu dan dua saya butuh tutorial pemakaian,bingung,2
tidak tahu kenapa earphone bingung cara nyalainnya harap segera dibantu agar bisa dipakai,bingung,2
tv bingung pengaturan suaranya saya kira mudah ternyata rumit sekali tolong respons secepatnya karena sangat membingungkan,bingung,2
projector tidak tahu cara menggunakannya tolong respons secepatnya karena sangat membingungkan,bingung,2
set top box bingung pengaturan suaranya bingung tapi masih ingin mencoba lagi,bingung,2
tidak tahu kenapa earphone bingung cara reset alat ini perlu penjelasan dari penjual,bingung,2
tidak tahu kenapa kabel data bingung pengaturan suaranya tolong jelaskan cara penggunaannya,bingung,2
tidak tahu kenapa headset tidak mengerti kenapa tidak bisa charge harap ada panduan yang lebih jelas,bingung,2
tidak tahu kenapa kamera bingung pengaturan suaranya tolong respons secepatnya karena sangat membingungkan,bingung,2
drone tidak tahu bedanya mode satu dan dua bingung tapi masih ingin mencoba lagi,bingung,2
set top box bingung kenapa layar jadi gelap sendiri saya sudah baca panduan tapi tetap tidak mengerti butuh penjelasan kenapa bisa seperti ini,bingung,2
tripod bingung kenapa suara jadi kecil harap penjelasan lebih detail dari penjual saya butuh tutorial pemakaian,bingung,2
tidak tahu kenapa tripod bingung cara nyalainnya perlu penjelasan dari penjual,bingung,2
router tidak tahu indikator lampu artinya apa manualnya membingungkan sekali tolong jelaskan cara penggunaannya,bingung,2
kabel data bingung cara setting awal saya kira mudah ternyata rumit sekali perlu penjelasan dari penjual,bingung,2
tablet tidak mengerti kenapa tidak connect tolong respons secepatnya karena sangat membingungkan,bingung,2
tv tidak paham kenapa file tidak terbaca harap penjelasan lebih detail dari penjual harap segera dibantu agar bisa dipakai,bingung,2
lampu pintar bingung cara reset alat ini saya sudah baca panduan tapi tetap tidak mengerti butuh penjelasan kenapa bisa seperti ini,bingung,2
saya bingung mouse bingung apakah ini normal sudah coba beberapa kali tapi hasilnya sama saja,bingung,2
kabel data tidak paham kenapa tidak berfungsi harap penjelasan lebih detail dari penjual harap segera dibantu agar bisa dipakai,bingung,2
monitor tidak paham kenapa tidak berfungsi butuh penjelasan kenapa bisa seperti ini,bingung,2
laptop tidak tahu cara menyambungkan ke laptop fiturnya banyak tapi tidak dijelaskan mohon bantuan agar bisa digunakan dengan benar,bingung,2
tidak tahu kenapa speaker bluetooth bingung cara nyalainnya bingung tapi masih ingin mencoba lagi,bingung,2
drone tidak paham kenapa tidak berfungsi fiturnya banyak tapi tidak dijelaskan tolong respons secepatnya karena sangat membingungkan,bingung,2
saya bingung harddisk tidak tahu cara menggunakannya tidak ada petunjuk yang jelas di kotak,bingung,2
drone tidak tahu kenapa lampunya berkedip terus fiturnya banyak tapi tidak dijelaskan harap ada panduan yang lebih jelas,bingung,2
ssd tidak tahu kenapa lampunya berkedip terus tidak ada video tutorial yang sesuai perlu penjelasan dari penjual,bingung,2
tidak tahu kenapa earphone tidak mengerti kenapa tiba tiba mati mohon bantuan agar bisa digunakan dengan benar,bingung,2
saya bingung keyboard tidak tahu kenapa alatnya panas sekali fiturnya banyak tapi tidak dijelaskan,bingung,2
microphone bingung tombolnya terlalu banyak harap segera dibantu agar bisa dipakai,bingung,2
tidak tahu kenapa monitor tidak tahu cara menggunakannya saya butuh tutorial pemakaian,bingung,2
alat elektronik bingung harus tekan tombol yang mana bingung tapi masih ingin mencoba lagi,bingung,2
tripod bingung tombolnya terlalu banyak harap ada panduan yang lebih jelas,bingung,2
saya bingung scanner tidak tahu kenapa sinyal sering hilang instruksinya tidak detail,bingung,2
mouse tidak tahu kenapa lampunya berkedip terus tidak ada petunjuk yang jelas di kotak bingung tapi masih ingin mencoba lagi,bingung,2
alat elektronik tidak mengerti kenapa tidak connect saya sudah baca panduan tapi tetap tidak mengerti mohon bantuan agar bisa digunakan dengan benar,bingung,2
saya bingung smartwatch tidak tahu bedanya mode satu dan dua saya kira mudah ternyata rumit sekali,bingung,2
saya bingung projector tidak bisa menemukan menu pengaturan saya sudah baca panduan tapi tetap tidak mengerti,bingung,2
charger tidak paham kenapa tidak berfungsi instruksinya tidak detail butuh penjelasan kenapa bisa seperti ini,bingung,2
adapter tidak tahu kenapa hasil fotonya buram semoga ada update firmware untuk memperbaiki ini,bingung,2
kabel data tidak tahu indikator lampu artinya apa instruksinya tidak detail mohon bantuan agar bisa digunakan dengan benar,bingung,2
tidak tahu kenapa laptop tidak tahu kenapa hasil fotonya buram tolong respons secepatnya karena sangat membingungkan,bingung,2
lampu pintar tidak paham kenapa file tidak terbaca perlu penjelasan dari penjual,bingung,2
tidak tahu kenapa headset bingung cara nyalainnya harap ada panduan yang lebih jelas,bingung,2
alat elektronik bingung apakah ini normal sudah coba beberapa kali tapi hasilnya sama saja harap ada panduan yang lebih jelas,bingung,2
keyboard bingung cara nyalainnya tidak ada video tutorial yang sesuai mohon bantuan agar bisa digunakan dengan benar,bingung,2
tidak tahu kenapa scanner tidak paham kenapa tidak terdeteksi bingung tapi masih ingin mencoba lagi,bingung,2
keyboard tidak bisa menemukan menu pengaturan tidak tahu apakah ini rusak atau saya yang salah pakai tolong respons secepatnya karena sangat membingungkan,bingung,2
smartphone tidak tahu kenapa sinyal sering hilang instruksinya tidak detail tolong respons secepatnya karena sangat membingungkan,bingung,2
ssd tidak paham kenapa tidak berfungsi manualnya membingungkan sekali butuh penjelasan kenapa bisa seperti ini,bingung,2
tidak tahu kenapa powerbank tidak tahu cara menggunakannya harap ada panduan yang lebih jelas,bingung,2
scanner tidak mengerti kenapa tiba tiba mati perlu penjelasan dari penjual,bingung,2
harddisk bingung cara pairing bluetooth saya sudah baca panduan tapi tetap tidak mengerti perlu penjelasan dari penjual,bingung,2
kabel data bingung kenapa suara jadi kecil mohon bantuan agar bisa digunakan dengan benar,bingung,2
tidak tahu kenapa set top box bingung cara setting awal harap segera dibantu agar bisa dipakai,bingung,2
saya bingung modem tidak mengerti kenapa tidak connect manualnya membingungkan sekali,bingung,2
adapter bingung cara setting awal saya butuh tutorial pemakaian,bingung,2
harddisk bingung cara setting awal sudah coba beberapa kali tapi hasilnya sama saja bingung tapi masih ingin mencoba lagi,bingung,2
tidak tahu kenapa drone tidak tahu kenapa hasil fotonya buram butuh penjelasan kenapa bisa seperti ini,bingung,2
printer tidak tahu kenapa baterainya cepat habis saya kira mudah ternyata rumit sekali harap ada panduan yang lebih jelas,bingung,2
saya bingung set top box tidak tahu kenapa hasil fotonya buram tidak ada petunjuk yang jelas di kotak,bingung,2
set top box tidak tahu kenapa baterainya cepat habis harap penjelasan lebih detail dari penjual tolong jelaskan cara penggunaannya,bingung,2
tidak tahu kenapa hp tidak tahu cara menyambungkan ke laptop saya butuh tutorial pemakaian,bingung,2
tidak tahu kenapa kamera bingung pengaturan suaranya harap segera dibantu agar bisa dipakai,bingung,2
smartphone bingung harus tekan tombol yang mana harap penjelasan lebih detail dari penjual perlu penjelasan dari penjual,bingung,2
microphone tidak tahu kenapa hasil fotonya buram tidak tahu apakah ini rusak atau saya yang salah pakai mohon bantuan agar bisa digunakan dengan benar,bingung,2
hp tidak tahu kenapa hasil fotonya buram tidak ada petunjuk yang jelas di kotak mohon bantuan agar bisa digunakan dengan benar,bingung,2
smartwatch tidak mengerti kenapa tidak bisa charge semoga ada update firmware untuk memperbaiki ini,bingung,2
saya bingung projector tidak tahu cara menggunakannya saya sudah baca panduan tapi tetap tidak mengerti,bingung,2
earphone tidak tahu indikator lampu artinya apa semoga ada update firmware untuk memperbaiki ini,bingung,2
projector bingung apakah ini normal sudah coba beberapa kali tapi hasilnya sama saja bingung tapi masih ingin mencoba lagi,bingung,2
tidak tahu kenapa adapter bingung harus tekan tombol yang mana semoga ada update firmware untuk memperbaiki ini,bingung,2
tidak tahu kenapa alat elektronik tidak paham kenapa file tidak terbaca tolong respons secepatnya karena sangat membingungkan,bingung,2
monitor bingung port nya mana yang dipakai sudah coba beberapa kali tapi hasilnya sama saja harap segera dibantu agar bisa dipakai,bingung,2
drone bingung cara pairing bluetooth saya sudah baca panduan tapi tetap tidak mengerti mohon bantuan agar bisa digunakan dengan benar,bingung,2
saya bingung router tidak tahu cara menghubungkan ke wifi manualnya membingungkan sekali,bingung,2
earphone tidak tahu indikator lampu artinya apa harap ada panduan yang lebih jelas,bingung,2
hp tidak tahu cara update software saya sudah baca panduan tapi tetap tidak mengerti semoga ada update firmware untuk memperbaiki ini,bingung,2
microphone bingung pengaturan suaranya saya kira mudah ternyata rumit sekali mohon bantuan agar bisa digunakan dengan benar,bingung,2
smartwatch tidak mengerti kenapa tidak connect tolong jelaskan cara penggunaannya,bingung,2
charger bingung port nya mana yang dipakai harap penjelasan lebih detail dari penjual saya butuh tutorial pemakaian,bingung,2
speaker bluetooth bingung tombolnya terlalu banyak butuh penjelasan kenapa bisa seperti ini,bingung,2
powerbank tidak mengerti kenapa tidak bisa charge bingung tapi masih ingin mencoba lagi,bingung,2
mouse tidak paham kenapa file tidak terbaca semoga ada update firmware untuk memperbaiki ini,bingung,2
saya bingung earphone tidak tahu bedanya mode satu dan dua sudah coba beberapa kali tapi hasilnya sama saja,bingung,2
flashdisk tidak tahu kenapa baterainya cepat habis fiturnya banyak tapi tidak dijelaskan harap segera dibantu agar bisa dipakai,bingung,2
tidak tahu kenapa keyboard bingung cara pairing bluetooth tolong jelaskan cara penggunaannya,bingung,2
saya bingung alat elektronik tidak tahu kenapa sinyal sering hilang harap penjelasan lebih detail dari penjual,bingung,2
monitor tidak tahu indikator lampu artinya apa tidak tahu apakah ini rusak atau saya yang salah pakai saya butuh tutorial pemakaian,bingung,2
tidak tahu kenapa harddisk tidak tahu kenapa lampunya berkedip terus butuh penjelasan kenapa bisa seperti ini,bingung,2
menyesal sudah beli di sini adapter tidak sesuai ekspektasi cs tidak membantu tolong cek kualitas sebelum kirim,kecewa,3
charger fiturnya tidak seperti yang dijanjikan padahal sudah percaya toko ini respon sangat lambat tolong evaluasi produk ini,kecewa,3
projector tampilan warnanya jelek tidak menyangka hasilnya seburuk ini proses retur lama tolong cek kualitas sebelum kirim,kecewa,3
parah banget kecewanya kabel data suaranya kecil komplain belum ditangani akan berpikir dua kali sebelum beli lagi,kecewa,3
benar benar tidak puas projector cepat rusak akan berpikir dua kali sebelum beli lagi,kecewa,3
smartphone tidak tahan lama komplain belum ditangani harapannya tinggi tapi ternyata zonk,kecewa,3
benar benar tidak puas headset tidak sesuai ekspektasi jangan ulangi lagi kesalahan seperti ini,kecewa,3
earphone kualitasnya menurun benar benar tidak puas cs tidak membantu harap diperhatikan untuk pembeli lain,kecewa,3
tidak seperti ulasan yang saya baca charger mudah panas tidak ada solusi yang jelas tolong cek kualitas sebelum kirim,kecewa,3
saya merasa tidak seperti ulasan yang saya baca karena charger desainnya bagus tapi performanya buruk dan respon sangat lambat semoga ke depan lebih baik,kecewa,3
saya kecewa karena hasilnya jauh dari harapan router desainnya bagus tapi performanya buruk semoga ke depan lebih baik,kecewa,3
keyboard hasilnya tidak memuaskan benar benar tidak puas komplain belum ditangani mohon perhatian lebih untuk kualitas,kecewa,3
harapannya tinggi tapi ternyata zonk speaker bluetooth layarnya buram tidak ada tanggapan harap ada perbaikan dari pihak penjual,kecewa,3
tidak menyangka hasilnya seburuk ini smartphone hasilnya tidak memuaskan respon sangat lambat semoga ke depan lebih baik,kecewa,3
saya merasa tidak seperti ulasan yang saya baca karena lampu pintar build quality terasa murahan dan proses retur lama harap ada perbaikan dari pihak penjual,kecewa,3
saya merasa saya kecewa karena hasilnya jauh dari harapan karena projector lambat sekali performanya dan penjual menjawab lama tolong cek kualitas sebelum kirim,kecewa,3
tidak seperti ulasan yang saya baca smartphone tidak stabil koneksinya komplain belum ditangani harap ada perbaikan dari pihak penjual,kecewa,3
padahal sudah percaya toko ini laptop tombolnya keras jangan ulangi lagi kesalahan seperti ini,kecewa,3
tv desainnya bagus tapi performanya buruk komplain belum ditangani tidak seperti ulasan yang saya baca,kecewa,3
parah banget kecewanya tv tidak stabil koneksinya harap ada perbaikan dari pihak penjual,kecewa,3
saya merasa padahal sudah percaya toko ini karena router tidak sesuai harga dan pelayanan kurang baik harap diperhatikan untuk pembeli lain,kecewa,3
microphone baterainya boros respon sangat lambat saya kecewa karena hasilnya jauh dari harapan,kecewa,3
flashdisk tidak sesuai harga parah banget kecewanya tidak diberi penjelasan tolong cek kualitas sebelum kirim,kecewa,3
earphone tampilan warnanya jelek proses retur lama harapannya tinggi tapi ternyata zonk,kecewa,3
saya merasa padahal sudah percaya toko ini karena microphone kualitasnya menurun dan respon sangat lambat harap ada kompensasi,kecewa,3
headset tampilan warnanya jelek tidak menyangka hasilnya seburuk ini penjual menjawab lama jangan ulangi lagi kesalahan seperti ini,kecewa,3
kamera suaranya kecil menyesal sudah beli di sini tidak ada tanggapan jangan ulangi lagi kesalahan seperti ini,kecewa,3
ssd mudah panas saya kecewa dengan kualitas produk ini komplain belum ditangani tolong evaluasi produk ini,kecewa,3
speaker bluetooth suaranya kecil padahal sudah percaya toko ini tidak ada tanggapan semoga ke depan lebih baik,kecewa,3
saya kecewa karena hasilnya jauh dari harapan modem speaker pecah jangan ulangi lagi kesalahan seperti ini,kecewa,3
flashdisk mudah panas menyesal sudah beli di sini komplain belum ditangani harap diperhatikan untuk pembeli lain,kecewa,3
printer baterainya boros padahal sudah percaya toko ini komplain belum ditangani harap ada perbaikan dari pihak penjual,kecewa,3
saya kecewa sekali headset tidak sesuai ekspektasi cs tidak membantu tolong cek kualitas sebelum kirim,kecewa,3
saya kecewa sekali printer kamera blur akan berpikir dua kali sebelum beli lagi,kecewa,3
saya kecewa sekali powerbank tombolnya keras tolong evaluasi produk ini,kecewa,3
padahal sudah percaya toko ini flashdisk tombolnya keras cs tidak membantu tolong evaluasi produk ini,kecewa,3
saya merasa menyesal sudah beli di sini karena monitor kamera blur dan penjual menjawab lama harap ada perbaikan dari pihak penjual,kecewa,3
saya merasa tidak seperti ulasan yang saya baca karena smartphone suaranya kecil dan pelayanan kurang baik harap ada perbaikan dari pihak penjual,kecewa,3
kabel data tombolnya keras proses retur lama harapannya tinggi tapi ternyata zonk,kecewa,3
saya kecewa sekali kamera baterainya boros semoga ke depan lebih baik,kecewa,3
keyboard tombolnya keras harapannya tinggi tapi ternyata zonk tidak ada tanggapan akan berpikir dua kali sebelum beli lagi,kecewa,3
saya merasa tidak menyangka hasilnya seburuk ini karena tablet kualitasnya menurun dan tidak diberi penjelasan akan berpikir dua kali sebelum beli lagi,kecewa,3
benar benar tidak puas alat elektronik cepat rusak mohon perhatian lebih untuk kualitas,kecewa,3
saya kecewa dengan kualitas produk ini projector fiturnya tidak seperti yang dijanjikan harap ada perbaikan dari pihak penjual,kecewa,3
saya merasa tidak menyangka hasilnya seburuk ini karena scanner layarnya buram dan tidak diberi penjelasan harap ada perbaikan dari pihak penjual,kecewa,3
harapannya tinggi tapi ternyata zonk tablet tombolnya keras harap ada perbaikan dari pihak penjual,kecewa,3
saya merasa saya kecewa dengan kualitas produk ini karena adapter speaker pecah dan respon sangat lambat akan berpikir dua kali sebelum beli lagi,kecewa,3
saya merasa menyesal sudah beli di sini karena lampu pintar build quality terasa murahan dan cs tidak membantu mohon perhatian lebih untuk kualitas,kecewa,3
kabel data tidak responsif benar benar tidak puas komplain belum ditangani tolong cek kualitas sebelum kirim,kecewa,3
saya kecewa dengan kualitas produk ini keyboard lambat sekali performanya semoga ke depan lebih baik,kecewa,3
saya kecewa sekali modem tombolnya keras komplain belum ditangani harap diperhatikan untuk pembeli lain,kecewa,3
saya merasa saya kecewa dengan kualitas produk ini karena projector suaranya kecil dan proses retur lama harap ada kompensasi,kecewa,3
alat elektronik tidak stabil koneksinya saya kecewa dengan kualitas produk ini pelayanan kurang baik semoga bisa diperbaiki ke depannya,kecewa,3
tidak seperti ulasan yang saya baca router tidak tahan lama akan berpikir dua kali sebelum beli lagi,kecewa,3
kabel data suaranya kecil komplain belum ditangani saya kecewa karena hasilnya jauh dari harapan,kecewa,3
menyesal sudah beli di sini smartwatch tidak tahan lama jangan ulangi lagi kesalahan seperti ini,kecewa,3
saya merasa padahal sudah percaya toko ini karena powerbank speaker pecah dan pelayanan kurang baik semoga ke depan lebih baik,kecewa,3
projector speaker pecah benar benar tidak puas cs tidak membantu tolong evaluasi produk ini,kecewa,3
saya merasa saya kecewa sekali karena scanner mudah panas dan pelayanan kurang baik akan berpikir dua kali sebelum beli lagi,kecewa,3
projector tidak sesuai ekspektasi saya kecewa dengan kualitas produk ini cs tidak membantu semoga ke depan lebih baik,kecewa,3
saya kecewa sekali ssd tombolnya keras tidak diberi penjelasan jangan ulangi lagi kesalahan seperti ini,kecewa,3
menyesal sudah beli di sini projector tombolnya keras tidak diberi penjelasan semoga ke depan lebih baik,kecewa,3
benar benar tidak puas projector layarnya buram penjual menjawab lama harap diperhatikan untuk pembeli lain,kecewa,3
benar benar tidak puas keyboard build quality terasa murahan semoga ke depan lebih baik,kecewa,3
earphone desainnya bagus tapi performanya buruk penjual menjawab lama benar benar tidak puas,kecewa,3
benar benar tidak puas laptop mudah panas pelayanan kurang baik harap ada kompensasi,kecewa,3
smartphone suaranya kecil tidak ada tanggapan saya kecewa karena hasilnya jauh dari harapan,kecewa,3
saya merasa benar benar tidak puas karena kamera speaker pecah dan respon sangat lambat jangan ulangi lagi kesalahan seperti ini,kecewa,3
kamera desainnya bagus tapi performanya buruk tidak diberi penjelasan benar benar tidak puas,kecewa,3
modem tampilan warnanya jelek penjual menjawab lama tidak menyangka hasilnya seburuk ini,kecewa,3
harapannya tinggi tapi ternyata zonk flashdisk speaker pecah tidak ada tanggapan tolong evaluasi produk ini,kecewa,3
saya merasa saya kecewa sekali karena printer tombolnya keras dan penjual menjawab lama tolong evaluasi produk ini,kecewa,3
kabel data cepat rusak tidak diberi penjelasan tidak seperti ulasan yang saya baca,kecewa,3
adapter tidak responsif proses retur lama saya kecewa sekali,kecewa,3
saya merasa saya kecewa dengan kualitas produk ini karena speaker bluetooth desainnya bagus tapi performanya buruk dan penjual menjawab lama tolong cek kualitas sebelum kirim,kecewa,3
modem tombolnya keras pelayanan kurang baik tidak seperti ulasan yang saya baca,kecewa,3
saya kecewa sekali microphone lambat sekali performanya pelayanan kurang baik tolong evaluasi produk ini,kecewa,3
saya merasa menyesal sudah beli di sini karena smartphone tidak sesuai ekspektasi dan tidak ada tanggapan akan berpikir dua kali sebelum beli lagi,kecewa,3
earphone build quality terasa murahan komplain belum ditangani parah banget kecewanya,kecewa,3
powerbank lambat sekali performanya cs tidak membantu tidak menyangka hasilnya seburuk ini,kecewa,3
hp cepat rusak parah banget kecewanya komplain belum ditangani tolong cek kualitas sebelum kirim,kecewa,3
harddisk kualitasnya menurun tidak diberi penjelasan saya kecewa dengan kualitas produk ini,kecewa,3
modem baterainya boros cs tidak membantu benar benar tidak puas,kecewa,3
parah banget kecewanya tablet tidak sesuai ekspektasi tolong evaluasi produk ini,kecewa,3
charger mudah panas tidak ada tanggapan tidak seperti ulasan yang saya baca,kecewa,3
saya kecewa sekali ssd baterainya boros jangan ulangi lagi kesalahan seperti ini,kecewa,3
saya merasa saya kecewa sekali karena kabel data tidak sesuai harga dan respon sangat lambat harap ada perbaikan dari pihak penjual,kecewa,3
saya merasa saya kecewa karena hasilnya jauh dari harapan karena printer hasilnya tidak memuaskan dan pelayanan kurang baik mohon perhatian lebih untuk kualitas,kecewa,3
scanner speaker pecah tidak ada tanggapan saya kecewa karena hasilnya jauh dari harapan,kecewa,3
parah banget kecewanya adapter layarnya buram harap ada kompensasi,kecewa,3
laptop kualitasnya menurun pelayanan kurang baik menyesal sudah beli di sini,kecewa,3
padahal sudah percaya toko ini hp tidak sesuai ekspektasi respon sangat lambat harap ada kompensasi,kecewa,3
saya kecewa karena hasilnya jauh dari harapan speaker bluetooth layarnya buram akan berpikir dua kali sebelum beli lagi,kecewa,3
tidak seperti ulasan yang saya baca lampu pintar tidak tahan lama komplain belum ditangani tolong evaluasi produk ini,kecewa,3
harapannya tinggi tapi ternyata zonk keyboard mudah panas cs tidak membantu tolong evaluasi produk ini,kecewa,3
saya kecewa karena hasilnya jauh dari harapan powerbank speaker pecah tidak diberi penjelasan harap diperhatikan untuk pembeli lain,kecewa,3
alat elektronik kamera blur tidak ada solusi yang jelas saya kecewa sekali,kecewa,3
charger cepat rusak parah banget kecewanya tidak ada solusi yang jelas semoga bisa diperbaiki ke depannya,kecewa,3
tidak menyangka hasilnya seburuk ini powerbank cepat rusak proses retur lama semoga ke depan lebih baik,kecewa,3
ssd tidak sesuai harga parah banget kecewanya penjual menjawab lama tolong evaluasi produk ini,kecewa,3
menyesal sudah beli di sini kamera mudah panas tidak ada solusi yang jelas mohon perhatian lebih untuk kualitas,kecewa,3
saya merasa saya kecewa dengan kualitas produk ini karena alat elektronik lambat sekali performanya dan cs tidak membantu tolong cek kualitas sebelum kirim,kecewa,3
flashdisk kualitasnya menurun penjual menjawab lama padahal sudah percaya toko ini,kecewa,3
earphone layarnya buram saya kecewa sekali komplain belum ditangani mohon perhatian lebih untuk kualitas,kecewa,3
harddisk tidak sesuai ekspektasi komplain belum ditangani saya kecewa karena hasilnya jauh dari harapan,kecewa,3
smartwatch build quality terasa murahan komplain belum ditangani saya kecewa sekali,kecewa,3
benar benar tidak puas earphone suaranya kecil penjual menjawab lama akan berpikir dua kali sebelum beli lagi,kecewa,3
saya merasa benar benar tidak puas karena scanner tidak stabil koneksinya dan tidak ada tanggapan tolong evaluasi produk ini,kecewa,3
scanner lambat sekali performanya saya kecewa sekali respon sangat lambat harap ada kompensasi,kecewa,3
modem baterainya boros tidak diberi penjelasan saya kecewa sekali,kecewa,3
tidak menyangka hasilnya seburuk ini kabel data tidak stabil koneksinya penjual menjawab lama semoga ke depan lebih baik,kecewa,3
tidak menyangka hasilnya seburuk ini tv tidak sesuai harga komplain belum ditangani harap ada kompensasi,kecewa,3
saya merasa saya kecewa karena hasilnya jauh dari harapan karena lampu pintar cepat rusak dan pelayanan kurang baik mohon perhatian lebih untuk kualitas,kecewa,3
saya merasa benar benar tidak puas karena harddisk tidak sesuai ekspektasi dan pelayanan kurang baik semoga bisa diperbaiki ke depannya,kecewa,3
flashdisk desainnya bagus tapi performanya buruk parah banget kecewanya penjual menjawab lama mohon perhatian lebih untuk kualitas,kecewa,3
flashdisk tidak tahan lama tidak diberi penjelasan saya kecewa dengan kualitas produk ini,kecewa,3
router tidak sesuai ekspektasi tidak ada solusi yang jelas saya kecewa sekali,kecewa,3
adapter desainnya bagus tapi performanya buruk saya kecewa dengan kualitas produk ini komplain belum ditangani harap ada perbaikan dari pihak penjual,kecewa,3
tidak seperti ulasan yang saya baca headset speaker pecah cs tidak membantu semoga bisa diperbaiki ke depannya,kecewa,3
microphone hasilnya tidak memuaskan komplain belum ditangani tidak seperti ulasan yang saya baca,kecewa,3
